metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1715329270,10.000000,,,,,,,,,,,,,,,,
vus_max,1715329270,10.000000,,,,,,,,,,,,,,,,
http_reqs,1715329270,1.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_duration,1715329270,1190.886700,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_blocked,1715329270,10.511900,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_connecting,1715329270,0.999600,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_tls_handshaking,1715329270,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_sending,1715329270,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_waiting,1715329270,1190.886700,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_receiving,1715329270,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_failed,1715329270,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
group_duration,1715329270,1202.259100,,,,,"::First delta materialization for Scale 10,000",,,,default,,,,,,,
data_sent,1715329270,193.000000,,,,,,,,,default,,,,,,,
data_received,1715329270,468.000000,,,,,,,,,default,,,,,,,
iteration_duration,1715329270,1202.259100,,,,,,,,,default,,,,,,,
iterations,1715329270,1.000000,,,,,,,,,default,,,,,,,
vus,1715329271,10.000000,,,,,,,,,,,,,,,,
vus_max,1715329271,10.000000,,,,,,,,,,,,,,,,
http_reqs,1715329271,1.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_duration,1715329271,2111.852300,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_blocked,1715329271,9.512300,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_connecting,1715329271,0.999600,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_tls_handshaking,1715329271,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_sending,1715329271,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_waiting,1715329271,2111.013200,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_receiving,1715329271,0.839100,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_failed,1715329271,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
group_duration,1715329271,2121.364600,,,,,"::First delta materialization for Scale 10,000",,,,default,,,,,,,
data_sent,1715329271,193.000000,,,,,,,,,default,,,,,,,
data_received,1715329271,468.000000,,,,,,,,,default,,,,,,,
iteration_duration,1715329271,2122.364200,,,,,,,,,default,,,,,,,
iterations,1715329271,1.000000,,,,,,,,,default,,,,,,,
vus,1715329272,10.000000,,,,,,,,,,,,,,,,
vus_max,1715329272,10.000000,,,,,,,,,,,,,,,,
http_reqs,1715329272,1.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_duration,1715329272,3029.210200,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_blocked,1715329272,10.511900,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_connecting,1715329272,0.999600,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_tls_handshaking,1715329272,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_sending,1715329272,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_waiting,1715329272,3028.890300,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_receiving,1715329272,0.319900,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_failed,1715329272,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
group_duration,1715329272,3039.722100,,,,,"::First delta materialization for Scale 10,000",,,,default,,,,,,,
data_sent,1715329272,193.000000,,,,,,,,,default,,,,,,,
data_received,1715329272,468.000000,,,,,,,,,default,,,,,,,
iteration_duration,1715329272,3039.722100,,,,,,,,,default,,,,,,,
iterations,1715329272,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1715329273,1.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_duration,1715329273,3940.873900,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_blocked,1715329273,9.512300,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_connecting,1715329273,0.999600,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_tls_handshaking,1715329273,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
http_req_sending,1715329273,0.000000,,,,true,"::First delta materialization for Scale 10,000",GET,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,HTTP/1.1,default,,200,,,http://localhost:3000/test/scale10_000?delta_id=e1ce3834-69f3-4696-a6dc-7e7ff15be122,,
